RecipeID,Category,Subcategory1,Subcategory2,Name,Ingredients,Methods,Instructions,Sensory Storytelling
HAI-007,Concoctions,Hai Fatto Una Bella Frittata,Fresco,Grilled Octopus and Saffron Potato Frittata with Olive Tapenade,"[{""ingredient"": ""Organic duck eggs"", ""amount"": ""6""}, {""ingredient"": ""Grilled octopus, sliced"", ""amount"": ""100g""}, {""ingredient"": ""Yukon gold potatoes, infused with saffron"", ""amount"": ""100g""}, {""ingredient"": ""Olive tapenade"", ""amount"": ""2 tbsp""}, {""ingredient"": ""Lemon-infused olive oil"", ""amount"": ""1 tbsp""}, {""ingredient"": ""Sea salt"", ""amount"": """"}]","[{""ingredient"": ""Eggs"", ""method"": ""whisked gently for a tender texture""}, {""ingredient"": ""Potatoes"", ""method"": ""slow-roasted with saffron for a deep flavor""}, {""ingredient"": ""Octopus"", ""method"": ""grilled over binchotan for a smoky char""}, {""ingredient"": ""Dish"", ""method"": ""finished with tapenade and lemon oil""}]","Whisk eggs lightly with sea salt. Roast potatoes with saffron and slice thinly. Grill octopus over binchotan charcoal. Cook the frittata gently, layering the saffron potatoes and octopus. Serve with olive tapenade and a drizzle of lemon-infused oil.","A dish born of fire and sea, where smoky, charred octopus intertwines with buttery saffron-infused potatoes, creating a harmony of land and ocean, smoke and silk. The eggs serve as a golden backdrop, holding the layers of creamy saffron potatoes and tender, flame-kissed octopus in a delicate embrace. A spoonful of briny olive tapenade punctuates each bite, a burst of Mediterranean soul against the frittata’s richness. Bright, bold, and deeply evocative, it captures the essence of coastal summers and charcoal-stoked feasts by the shore."
HAI-008,Concoctions,Hai Fatto Una Bella Frittata,Fresco,Wagyu and Black Garlic Frittata with Fermented Soy Reduction,"[{""ingredient"": ""Organic duck eggs"", ""amount"": ""6""}, {""ingredient"": ""A5 Wagyu beef, thinly sliced"", ""amount"": ""100g""}, {""ingredient"": ""Black garlic purée"", ""amount"": ""2 tbsp""}, {""ingredient"": ""Fermented soy reduction"", ""amount"": ""1 tbsp""}, {""ingredient"": ""Aged mirin"", ""amount"": ""1 tbsp""}, {""ingredient"": ""Fleur de sel"", ""amount"": """"}]","[{""ingredient"": ""Eggs"", ""method"": ""whisked lightly with aged mirin""}, {""ingredient"": ""Wagyu"", ""method"": ""seared lightly to preserve tenderness""}, {""ingredient"": ""Black garlic"", ""method"": ""pureed into a smooth umami paste""}, {""ingredient"": ""Dish"", ""method"": ""finished with fermented soy reduction and shaved Wagyu""}]",Whisk eggs with aged mirin and a pinch of fleur de sel. Lightly sear the Wagyu and slice into delicate ribbons. Spread black garlic purée onto the frittata base and cook gently. Garnish with thinly sliced Wagyu and drizzle with fermented soy reduction.,"This frittata is a study in contrasts—the melting tenderness of A5 Wagyu against the silken custard of eggs, punctuated by the deep umami hum of black garlic. The fermented soy reduction adds a rich, almost bourbon-like complexity, its depth unfolding slowly with each bite. As the truffle-scented Wagyu melts into the warm, delicate eggs, the experience is one of decadence, restraint, and perfect balance—a dish that tastes like the meeting of old-world tradition and new-age culinary alchemy."
HAI-009,Concoctions,Hai Fatto Una Bella Frittata,Fresco,Sweet Corn and Black Truffle Frittata with Brown Butter,"[{""ingredient"": ""Pasture-raised eggs"", ""amount"": ""6""}, {""ingredient"": ""Sweet corn, fire-roasted"", ""amount"": ""100g""}, {""ingredient"": ""Black truffle, shaved"", ""amount"": ""10g""}, {""ingredient"": ""Brown butter"", ""amount"": ""2 tbsp""}, {""ingredient"": ""Mascarpone"", ""amount"": ""1 tbsp""}, {""ingredient"": ""Fleur de sel"", ""amount"": """"}]","[{""ingredient"": ""Eggs"", ""method"": ""whisked gently with mascarpone for richness""}, {""ingredient"": ""Corn"", ""method"": ""fire-roasted for deep caramelization""}, {""ingredient"": ""Frittata"", ""method"": ""cooked low and slow for a custardy finish""}, {""ingredient"": ""Dish"", ""method"": ""finished with brown butter and truffle shavings""}]",Whisk eggs with mascarpone and fleur de sel. Fire-roast sweet corn and fold into the mixture. Cook the frittata slowly to preserve a creamy texture. Drizzle with brown butter and shave fresh black truffle before serving.,"The frittata takes on the warmth of an Italian summer evening, its fire-roasted sweet corn caramelized to perfection, exuding golden, sun-kissed notes that pair effortlessly with the earthy decadence of fresh black truffle. The nutty complexity of brown butter lingers on the tongue, enhancing the natural creaminess of the eggs. Each bite is a dance between rustic comfort and haute cuisine, the contrast of sweetness, umami, and buttery depth leaving behind a whisper of indulgence."
HAI-010,Concoctions,Hai Fatto Una Bella Frittata,Fresco,Langoustine and Sea Urchin Frittata with Champagne Beurre Blanc,"[{""ingredient"": ""Farm-fresh eggs"", ""amount"": ""6""}, {""ingredient"": ""Langoustine, gently poached"", ""amount"": ""80g""}, {""ingredient"": ""Hokkaido sea urchin"", ""amount"": ""50g""}, {""ingredient"": ""Champagne beurre blanc"", ""amount"": ""2 tbsp""}, {""ingredient"": ""Dill-infused olive oil"", ""amount"": ""1 tbsp""}, {""ingredient"": ""Fleur de sel"", ""amount"": """"}]","[{""ingredient"": ""Eggs"", ""method"": ""whisked with a touch of sea urchin for briny depth""}, {""ingredient"": ""Langoustine"", ""method"": ""poached lightly and kept whole""}, {""ingredient"": ""Frittata"", ""method"": ""cooked to custardy perfection""}, {""ingredient"": ""Dish"", ""method"": ""finished with beurre blanc and fresh sea urchin""}]","Whisk eggs with a small amount of sea urchin for added depth. Lightly poach the langoustine and set aside. Cook the frittata on low heat for a silky texture. Top with langoustine, drizzle with Champagne beurre blanc, and spoon fresh sea urchin on top before serving.","A maritime love letter, this dish evokes the briny kiss of ocean air and the effervescent luxury of Champagne. The delicate, barely poached langoustine offers a whisper of sweetness, while the silky richness of Hokkaido sea urchin melds into the eggs, creating a texture that is pure velvet. The Champagne beurre blanc cuts through with a bright, buttery acidity, leaving behind a hint of coastal indulgence—a dish that feels like an evening spent watching the sunset from a seaside terrace, flute in hand."
HAI-011,Concoctions,Hai Fatto Una Bella Frittata,Fresco,Duck Confit and Roasted Garlic Frittata with Smoked Paprika,"[{""ingredient"": ""Organic farm eggs"", ""amount"": ""6""}, {""ingredient"": ""Duck confit, shredded"", ""amount"": ""100g""}, {""ingredient"": ""Roasted garlic purée"", ""amount"": ""1 tbsp""}, {""ingredient"": ""Smoked paprika"", ""amount"": ""1 tbsp""}, {""ingredient"": ""Aged balsamic reduction"", ""amount"": ""1 tbsp""}, {""ingredient"": ""Fleur de sel"", ""amount"": """"}]","[{""ingredient"": ""Eggs"", ""method"": ""whisked gently for a soft texture""}, {""ingredient"": ""Duck confit"", ""method"": ""slow-cooked and shredded for deep flavor""}, {""ingredient"": ""Frittata"", ""method"": ""cooked until just set to retain moisture""}, {""ingredient"": ""Dish"", ""method"": ""finished with balsamic reduction and smoked paprika""}]","Whisk eggs with a pinch of smoked paprika. Warm shredded duck confit and fold into the mixture. Cook the frittata gently, keeping it slightly creamy in the center. Drizzle with aged balsamic and dust with additional smoked paprika before serving.","This frittata is a slow-burning, smoky indulgence, where the unctuousness of duck confit meets the deeply caramelized warmth of roasted garlic. The soft, pillowy eggs cradle the smoky undertones of Spanish paprika, while a final drizzle of aged balsamic reduction adds a syrupy, tangy counterpoint. It is rustic yet refined, evoking ancient kitchens with wood-burning stoves, the aroma of slow-roasted meats perfuming the air—a dish steeped in comfort and quiet grandeur."
HAI-012,Concoctions,Hai Fatto Una Bella Frittata,Fresco,Fennel and Ricotta Frittata with Meyer Lemon and Toasted Pine Nuts,"[{""ingredient"": ""Pasture-raised eggs"", ""amount"": ""6""}, {""ingredient"": ""Fresh ricotta"", ""amount"": ""80g""}, {""ingredient"": ""Fennel, shaved"", ""amount"": ""50g""}, {""ingredient"": ""Meyer lemon zest"", ""amount"": ""1 tbsp""}, {""ingredient"": ""Toasted pine nuts"", ""amount"": ""2 tbsp""}, {""ingredient"": ""Fleur de sel"", ""amount"": """"}]","[{""ingredient"": ""Eggs"", ""method"": ""whisked lightly with ricotta for creaminess""}, {""ingredient"": ""Fennel"", ""method"": ""shaved thin for freshness""}, {""ingredient"": ""Frittata"", ""method"": ""cooked gently for a light texture""}, {""ingredient"": ""Dish"", ""method"": ""finished with lemon zest and pine nuts""}]",Whisk eggs with fresh ricotta and a pinch of salt. Thinly shave fennel and lightly toast pine nuts. Cook the frittata over low heat and garnish with Meyer lemon zest and toasted pine nuts before serving.,"A dish of bright elegance, where the delicate anise notes of shaved fennel add a whisper of freshness to the fluffy, ricotta-infused eggs. Meyer lemon zest brings sunlit vibrancy, while toasted pine nuts lend a satisfying crunch, their nuttiness lifting the entire dish to new heights. The balance of creamy, crisp, and citrusy notes is nothing short of a Mediterranean morning on a plate, like the first rays of sunlight spilling over an Amalfi coast breakfast table."
HAI-013,Concoctions,Hai Fatto Una Bella Frittata,Fresco,Venetian Cuttlefish and Citrus Zest Frittata with Almond Gremolata,"[{""ingredient"": ""Organic duck eggs"", ""amount"": ""6""}, {""ingredient"": ""Venetian cuttlefish, slow-cooked"", ""amount"": ""100g""}, {""ingredient"": ""Almond gremolata"", ""amount"": ""1 tbsp""}, {""ingredient"": ""Lemon zest"", ""amount"": ""1 tbsp""}, {""ingredient"": ""Fleur de sel"", ""amount"": """"}]","[{""ingredient"": ""Eggs"", ""method"": ""whisked gently to retain airiness""}, {""ingredient"": ""Cuttlefish"", ""method"": ""slow-cooked in its own ink""}, {""ingredient"": ""Frittata"", ""method"": ""cooked to perfection""}, {""ingredient"": ""Dish"", ""method"": ""finished with almond gremolata and lemon zest""}]",Whisk eggs lightly. Slowly cook the cuttlefish in its own ink. Fold the cuttlefish into the frittata and finish with a sprinkle of almond gremolata and lemon zest before serving.,"This dish is an oceanic sonnet, where slow-cooked Venetian cuttlefish, infused with the essence of the sea, dissolves into the eggs, creating a deeply savory silkiness. The zest of Amalfi lemons adds a fleeting brightness, while almond gremolata provides texture, warmth, and a nutty depth. The flavors are both ancient and avant-garde, reminiscent of fishermen’s feasts and Venetian opulence alike—a dish that captures the duality of the lagoon’s mystery and majesty."
HAI-014,Concoctions,Hai Fatto Una Bella Frittata,Fresco,Smoked Salmon and Dill Frittata with Crème Fraîche,"[{""ingredient"": ""Pasture-raised eggs"", ""amount"": ""6""}, {""ingredient"": ""Smoked salmon"", ""amount"": ""80g""}, {""ingredient"": ""Crème fraîche"", ""amount"": ""2 tbsp""}, {""ingredient"": ""Fresh dill, chopped"", ""amount"": ""1 tbsp""}, {""ingredient"": ""Lemon zest"", ""amount"": ""1 tsp""}]","[{""ingredient"": ""Eggs"", ""method"": ""whisked with crème fraîche and lemon zest""}, {""ingredient"": ""Salmon"", ""method"": ""folded in""}, {""ingredient"": ""Frittata"", ""method"": ""cooked slowly""}, {""ingredient"": ""Dish"", ""method"": ""finished with a sprinkle of fresh dill""}]",Whisk eggs with crème fraîche and lemon zest. Fold in smoked salmon and cook slowly. Finish with a sprinkle of fresh dill before serving.,"An ode to Nordic elegance, this frittata is light yet deeply layered, the velvety eggs cradling ribbons of silky smoked salmon, their gentle brininess softened by cool crème fraîche. The fresh dill adds a herbaceous perfume, while a hint of lemon zest awakens the palate, cutting through the richness with bright acidity. It is as effortless as a Scandinavian sunrise, as refined as a minimalist masterpiece—each element in perfect harmony, speaking volumes through subtlety."
HAI-015,Concoctions,Hai Fatto Una Bella Frittata,Fresco,Pistachio and Gorgonzola Dolce Frittata with Aged Port Reduction,"[{""ingredient"": ""Farm-fresh eggs"", ""amount"": ""6""}, {""ingredient"": ""Gorgonzola Dolce"", ""amount"": ""80g""}, {""ingredient"": ""Toasted pistachios"", ""amount"": ""2 tbsp""}, {""ingredient"": ""Aged port reduction"", ""amount"": ""1 tbsp""}]","[{""ingredient"": ""Eggs"", ""method"": ""whisked with crumbled Gorgonzola Dolce""}, {""ingredient"": ""Pistachios"", ""method"": ""toasted""}, {""ingredient"": ""Frittata"", ""method"": ""cooked gently""}, {""ingredient"": ""Dish"", ""method"": ""drizzled with aged port reduction""}]","Whisk eggs with crumbled Gorgonzola Dolce. Toast pistachios and set aside. Cook the frittata gently, then drizzle with aged port reduction before serving.","A dish that plays with the boundaries of sweet and savory, where toasted Sicilian pistachios lend a delicate crunch to the pillowy softness of Gorgonzola Dolce. The cheese’s gentle blue veins melt into the eggs, offering a mild, buttery tang, while aged port reduction weaves in a deep, berry-like complexity. It is a frittata that belongs in an art gallery, where each bite tells a story of contrast, balance, and the magic of culinary risk-taking."
HAI-016,Concoctions,Hai Fatto Una Bella Frittata,Fresco,King Crab and Tarragon Frittata with Lobster Bisque Drizzle,"[{""ingredient"": ""Organic eggs"", ""amount"": ""6""}, {""ingredient"": ""King crab, shredded"", ""amount"": ""100g""}, {""ingredient"": ""Lobster bisque reduction"", ""amount"": ""2 tbsp""}, {""ingredient"": ""Fresh tarragon"", ""amount"": ""1 tbsp""}]","[{""ingredient"": ""Eggs"", ""method"": ""whisked with a splash of lobster bisque""}, {""ingredient"": ""Crab"", ""method"": ""folded in""}, {""ingredient"": ""Frittata"", ""method"": ""cooked slowly""}, {""ingredient"": ""Dish"", ""method"": ""finished with fresh tarragon and a drizzle of bisque""}]",Whisk eggs with a splash of lobster bisque. Fold in king crab and cook slowly. Finish with fresh tarragon and a drizzle of bisque before serving.,"As luxurious as a Venetian gondola ride, this frittata brings the grand flavors of the sea into perfect harmony. Delicate strands of King Crab, naturally sweet and briny, entwine with eggs enriched with lobster bisque, forming a deeply indulgent, yet remarkably airy texture. The whisper of tarragon lingers, adding a faint herbaceous intrigue, while the final drizzle of bisque reduction sends up a perfume of coastal sophistication—a dish that tastes like high tide at a Michelin-starred table."
HAI-017,Concoctions,Hai Fatto Una Bella Frittata,Fresco,Crispy Guanciale and Pecorino Romano Frittata with Black Pepper Infusion,"[{""ingredient"": ""Pasture-raised eggs"", ""amount"": ""6""}, {""ingredient"": ""Guanciale, crispy-fried"", ""amount"": ""80g""}, {""ingredient"": ""Pecorino Romano, grated"", ""amount"": ""50g""}, {""ingredient"": ""Black pepper reduction"", ""amount"": ""1 tbsp""}]","[{""ingredient"": ""Eggs"", ""method"": ""whisked with grated Pecorino""}, {""ingredient"": ""Guanciale"", ""method"": ""rendered until crisp""}, {""ingredient"": ""Frittata"", ""method"": ""cooked gently""}, {""ingredient"": ""Dish"", ""method"": ""topped with black pepper reduction""}]",Whisk eggs with grated Pecorino. Render guanciale until crisp. Cook the frittata gently and top with black pepper reduction before serving.,"A love letter to Roman simplicity, where three ingredients transform into pure alchemy. The crisp, fatty bite of guanciale gives way to the sharp, salty kiss of Pecorino Romano, the entire dish wrapped in the gentle heat of black pepper reduction. The eggs act as a bridge, their silken richness balancing the intensity. It is carbonara in frittata form, capturing the soul of Rome in each forkful, where bold flavors meet delicate execution."
HAI-018,Concoctions,Hai Fatto Una Bella Frittata,Fresco,Porchetta and Roasted Red Pepper Frittata with Aged Balsamic,"[{""ingredient"": ""Organic duck eggs"", ""amount"": ""6""}, {""ingredient"": ""Slow-roasted porchetta, shredded"", ""amount"": ""80g""}, {""ingredient"": ""Fire-roasted red peppers"", ""amount"": ""50g""}, {""ingredient"": ""Aged balsamic glaze"", ""amount"": ""1 tbsp""}]","[{""ingredient"": ""Eggs"", ""method"": ""whisked with a touch of aged balsamic""}, {""ingredient"": ""Porchetta"", ""method"": ""folded in with roasted red peppers""}, {""ingredient"": ""Frittata"", ""method"": ""cooked gently""}, {""ingredient"": ""Dish"", ""method"": ""drizzled with additional aged balsamic""}]",Whisk eggs with a touch of aged balsamic. Fold in porchetta and roasted red peppers. Cook gently and drizzle with additional aged balsamic before serving.,"A frittata that is as bold and smoky as a Tuscan hearth, where crispy porchetta meets the fire-roasted sweetness of red peppers. The eggs hold both elements together, a custard-like stage for this rustic pairing, while the aged balsamic adds a whisper of acidity, balancing the richness with just the right amount of sharp contrast. The experience is primal yet refined, a dish that feels like a countryside feast captured in an impossibly delicate form."
HAI-019,Concoctions,Hai Fatto Una Bella Frittata,Fresco,Roasted Chestnut and Taleggio Frittata with Thyme Honey,"[{""ingredient"": ""Pasture-raised eggs"", ""amount"": ""6""}, {""ingredient"": ""Roasted chestnuts, chopped"", ""amount"": ""80g""}, {""ingredient"": ""Taleggio cheese"", ""amount"": ""50g""}, {""ingredient"": ""Thyme-infused honey"", ""amount"": ""1 tbsp""}]","[{""ingredient"": ""Eggs"", ""method"": ""whisked with a drizzle of thyme honey""}, {""ingredient"": ""Chestnuts"", ""method"": ""folded in with Taleggio""}, {""ingredient"": ""Frittata"", ""method"": ""cooked slowly""}, {""ingredient"": ""Dish"", ""method"": ""finished with a touch of additional honey""}]",Whisk eggs with a drizzle of thyme honey. Fold in chestnuts and Taleggio. Cook slowly and finish with a touch of additional honey.,"An autumn evening woven into a dish, where the nutty warmth of roasted chestnuts meets the silky decadence of Taleggio cheese. The eggs are a gentle canvas, holding each creamy, toasty note, while a final drizzle of thyme honey adds floral complexity, turning the dish into something both deeply nostalgic and wholly unexpected. It is as comforting as a flickering fireplace, as elegant as a candlelit supper."
HAI-020,Concoctions,Hai Fatto Una Bella Frittata,Fresco,White Truffle and Parmesan Cloud Frittata,"[{""ingredient"": ""Organic eggs"", ""amount"": ""6""}, {""ingredient"": ""White truffle, shaved"", ""amount"": ""10g""}, {""ingredient"": ""Parmigiano-Reggiano, finely grated"", ""amount"": ""50g""}, {""ingredient"": ""Whipped egg whites"", ""amount"": ""1 tbsp""}]","[{""ingredient"": ""Egg yolks"", ""method"": ""whisked with Parmesan""}, {""ingredient"": ""Egg whites"", ""method"": ""folded in gently""}, {""ingredient"": ""Frittata"", ""method"": ""cooked gently""}, {""ingredient"": ""Dish"", ""method"": ""finished with shaved white truffle""}]",Whisk egg yolks with Parmesan and fold in whipped egg whites. Cook gently and finish with shaved white truffle before serving.,"This frittata is a whisper of luxury, where shaved white truffle drapes across a base of fluffy, Parmesan-laced eggs, their texture made impossibly airy by the addition of whipped egg whites. Each bite is ethereal, a cloud of umami, nuttiness, and intoxicating aroma, disappearing on the tongue as if it never truly existed—only dreamed of."
ITA-001,Concoctions,Italians Do It Better,Maestro,36-Month Parmigiano Soufflé with White Truffle Zabaglione,"[{""ingredient"": ""Aged Parmigiano-Reggiano fonduta (36-month)"", ""amount"": ""200ml""}, {""ingredient"": ""Fresh black truffle, finely shaved"", ""amount"": ""100g""}, {""ingredient"": ""Large Poule de Bresse eggs, separated"", ""amount"": ""3""}, {""ingredient"": ""White truffle oil"", ""amount"": ""1 tbsp""}, {""ingredient"": ""Aceto Balsamico Tradizionale (50-year aged)"", ""amount"": ""1 tbsp""}, {""ingredient"": ""Fleur de sel, Cracked white pepper"", ""amount"": """"}]","[{""ingredient"": ""Fonduta"", ""method"": ""melted to create a smooth, velvety base""}, {""ingredient"": ""Egg whites"", ""method"": ""whipped into soft peaks for airiness""}, {""ingredient"": ""Zabaglione"", ""method"": ""folded with truffle oil for depth""}]",Whisk fonduta over a bain-marie. Beat egg whites to soft peaks and fold into the mixture. Bake soufflés at 180°C for 15 minutes. Finish with white truffle shavings and a drizzle of aged balsamic vinegar.,"A dish that defies gravity—a soufflé so light it nearly floats from the ramekin, yet anchored by the deep umami of 36-month Parmigiano-Reggiano. As the spoon breaks through its delicate structure, the aroma of white truffle-infused zabaglione ascends in wisps of luxurious perfume. A final drizzle of 50-year aged Aceto Balsamico Tradizionale adds a whisper of dark sweetness, balancing the dish between ethereal and indulgent."
ITA-002,Concoctions,Italians Do It Better,Maestro,Risotto al Caviale con Champagne & Amalfi Lemon Butter,"[{""ingredient"": ""Carnaroli Riserva rice (aged 7 years)"", ""amount"": ""300g""}, {""ingredient"": ""Beluga caviar"", ""amount"": ""50g""}, {""ingredient"": ""Champagne-infused Burro di Malga"", ""amount"": ""100ml""}, {""ingredient"": ""Triple-reduced lobster stock"", ""amount"": ""1L""}, {""ingredient"": ""Shallot, finely minced"", ""amount"": ""1""}, {""ingredient"": ""Fleur de sel"", ""amount"": """"}]","[{""ingredient"": ""Rice"", ""method"": ""toasted in butter for nuttiness""}, {""ingredient"": ""Champagne"", ""method"": ""reduced for elegant acidity""}, {""ingredient"": ""Dish"", ""method"": ""finished with Beluga caviar for richness""}]","Toast rice in Champagne butter, slowly ladle in lobster stock, stirring continuously. Remove from heat and emulsify with remaining butter. Finish with a generous spoonful of caviar and lemon zest.","A silken tide of risotto, where Carnaroli Riserva rice, aged for seven years, absorbs the essence of triple-reduced lobster stock, forming a creamy, oceanic embrace. The brightness of Amalfi lemon butter lifts the richness, while pearls of Beluga caviar burst against the palate, releasing an elegant salinity that lingers—the perfect tension between luxury and restraint."
ITA-003,Concoctions,Italians Do It Better,Maestro,Agnolotti del Plin with Duck Confit & Vin Santo Reduction,"[{""ingredient"": ""Hand-rolled pasta dough (00 flour, duck eggs)"", ""amount"": ""250g""}, {""ingredient"": ""Slow-braised duck confit"", ""amount"": ""200g""}, {""ingredient"": ""Vin Santo wine reduction"", ""amount"": ""50ml""}, {""ingredient"": ""Castelmagno cheese, crumbled"", ""amount"": ""50g""}, {""ingredient"": ""Black garlic purée"", ""amount"": ""2 tbsp""}]","[{""ingredient"": ""Pasta"", ""method"": ""kneaded and rested for elasticity""}, {""ingredient"": ""Duck confit"", ""method"": ""braised for deep umami richness""}, {""ingredient"": ""Dish"", ""method"": ""finished with a drizzle of Vin Santo reduction""}]",Stuff agnolotti with duck confit. Boil briefly and toss with black garlic and Castelmagno fonduta. Finish with Vin Santo glaze.,"Each delicate fold of pasta encases slow-braised duck confit, its depth of umami enriched by the silken tang of Castelmagno cheese. The aged sweetness of Vin Santo reduction weaves through the dish, a caramelized counterpoint to the richness, while black garlic purée adds an earthy complexity, whispering of centuries-old cellars and time-honored traditions."
ITA-004,Concoctions,Italians Do It Better,Maestro,Sicilian Red Prawn Crudo with Burrata and Saffron Olive Oil,"[{""ingredient"": ""Mazara del Vallo red prawns, raw"", ""amount"": ""3""}, {""ingredient"": ""Burrata, torn"", ""amount"": ""50g""}, {""ingredient"": ""Saffron-infused olive oil"", ""amount"": ""1 tbsp""}, {""ingredient"": ""Aged balsamic pearls"", ""amount"": ""1 tbsp""}]","[{""ingredient"": ""Prawns"", ""method"": ""sliced thinly for a delicate texture""}, {""ingredient"": ""Olive oil"", ""method"": ""infused with saffron for subtle warmth""}, {""ingredient"": ""Dish"", ""method"": ""finished with balsamic pearls for contrast""}]","Slice prawns lengthwise, plate elegantly. Spoon burrata over the top. Drizzle with saffron olive oil and balsamic pearls before serving.","A study in contrast and elegance—the natural sweetness of Mazara del Vallo prawns is enhanced by the creamy coolness of hand-torn burrata. A golden thread of saffron-infused olive oil lingers on the tongue, delicate yet assertive. A final touch of aged balsamic pearls bursts with acidity, a whisper of Sicilian sun against the silk of the sea."
ITA-005,Concoctions,Italians Do It Better,Maestro,Bistecca Fiorentina with Bone Marrow & Truffle Salsa Verde,"[{""ingredient"": ""Chianina Fiorentina steak, dry-aged 60 days"", ""amount"": ""1.2kg""}, {""ingredient"": ""Bone marrow, roasted"", ""amount"": ""2 tbsp""}, {""ingredient"": ""Salsa verde with black truffle"", ""amount"": ""1 tbsp""}, {""ingredient"": ""Fleur de sel, Crushed black pepper"", ""amount"": """"}]","[{""ingredient"": ""Steak"", ""method"": ""grilled over olive wood coals""}, {""ingredient"": ""Bone marrow"", ""method"": ""roasted for umami intensity""}, {""ingredient"": ""Dish"", ""method"": ""finished with truffle salsa verde""}]","Grill the Bistecca Fiorentina to a perfect medium-rare. Brush with bone marrow, rest, and drizzle with truffle salsa verde.","A dish that commands reverence, where the minerality of dry-aged Chianina beef meets the unctuous depth of roasted bone marrow. Seared over olive wood coals, the steak develops a crust of char and salt, yielding to an interior of melting tenderness. The herbaceous intensity of truffle salsa verde cuts through the richness, ensuring each bite is both powerful and poised."
ITA-006,Concoctions,Italians Do It Better,Maestro,Venetian Cuttlefish Risotto with Squid Ink & Bottarga,"[{""ingredient"": ""Vialone Nano rice"", ""amount"": ""300g""}, {""ingredient"": ""Whole cuttlefish, slow-braised"", ""amount"": ""1""}, {""ingredient"": ""Squid ink"", ""amount"": ""1 tbsp""}, {""ingredient"": ""Bottarga di Muggine, grated"", ""amount"": ""2 tbsp""}, {""ingredient"": ""Dry white wine"", ""amount"": ""100ml""}]","[{""ingredient"": ""Rice"", ""method"": ""simmered in a rich cuttlefish broth""}, {""ingredient"": ""Squid ink"", ""method"": ""folded in for depth""}, {""ingredient"": ""Dish"", ""method"": ""finished with bottarga shavings""}]",Whisk fonduta over a bain-marie. Beat egg whites to soft peaks and fold into the mixture. Bake soufflés at 180°C for 15 minutes. Finish with white truffle shavings and a drizzle of aged balsamic vinegar.,"A dish that sings of the Venetian lagoon, where Vialone Nano rice carries the briny whispers of the sea. Slow-braised cuttlefish dissolves into the risotto, its umami depth heightened by squid ink’s inky intensity. A final dusting of bottarga di muggine brings a burst of oceanic richness, a last nod to the tides that shape Venetian cuisine."
ITA-007,Concoctions,Italians Do It Better,Maestro,Osso Buco alla Milanese with Bone Marrow Gremolata,"[{""ingredient"": ""Veal shank, cross-cut"", ""amount"": ""1""}, {""ingredient"": ""White wine"", ""amount"": ""200ml""}, {""ingredient"": ""Saffron-infused veal stock"", ""amount"": ""200ml""}, {""ingredient"": ""Bone marrow gremolata (parsley, garlic, lemon zest, bone marrow)"", ""amount"": ""2 tbsp""}]","[{""ingredient"": ""Veal"", ""method"": ""braised in saffron-infused broth""}, {""ingredient"": ""Gremolata"", ""method"": ""whisked with bone marrow for silkiness""}, {""ingredient"": ""Dish"", ""method"": ""finished with citrus notes for balance""}]","Toast rice in Champagne butter, slowly ladle in lobster stock, stirring continuously. Remove from heat and emulsify with remaining butter. Finish with a generous spoonful of caviar and lemon zest.","A dish woven with tradition, where veal shank, slow-braised in saffron-infused stock, yields with a spoon’s touch, its marrow dissolving into unctuous silk. The bright acidity of gremolata—bone marrow, lemon zest, and parsley—cuts through the richness, creating a harmony of depth and freshness. This is not just comfort food—it is Milanese craftsmanship at its peak."
ITA-008,Concoctions,Italians Do It Better,Maestro,Pappardelle with Wild Boar Ragù & Aged Pecorino Toscano,"[{""ingredient"": ""Hand-cut pappardelle"", ""amount"": ""300g""}, {""ingredient"": ""Wild boar, slow-braised"", ""amount"": ""200g""}, {""ingredient"": ""Aged Pecorino Toscano, grated"", ""amount"": ""1 tbsp""}, {""ingredient"": ""Fresh rosemary"", ""amount"": ""1 tbsp""}]","[{""ingredient"": ""Boar"", ""method"": ""braised for 6 hours for tenderness""}, {""ingredient"": ""Pasta"", ""method"": ""rolled by hand for rustic authenticity""}, {""ingredient"": ""Dish"", ""method"": ""topped with aged Pecorino for balance""}]",Stuff agnolotti with duck confit. Boil briefly and toss with black garlic and Castelmagno fonduta. Finish with Vin Santo glaze.,"A dish that embodies the rugged beauty of Tuscany, where hand-cut pappardelle ribbons become the canvas for a ragù of slow-braised wild boar, simmered until it surrenders its deepest flavors. The aged Pecorino Toscano adds a nutty sharpness, a final touch of pastoral elegance, reminiscent of ancient Tuscan hills and the whisper of cypress trees."
